Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM4050553	"Embryo_D14_2S2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774686"	SRX6774686	"Tianqing Li"	"Nov 26, 2019"
GSM4050554	"Embryo_D14_2B1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774695"	SRX6774695	"Tianqing Li"	"Nov 26, 2019"
GSM4050555	"Embryo_D14_2B3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774696"	SRX6774696	"Tianqing Li"	"Nov 26, 2019"
GSM4050556	"Embryo_D14A1B10"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774697"	SRX6774697	"Tianqing Li"	"Nov 26, 2019"
GSM4050557	"Embryo_D14A1B11"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774698"	SRX6774698	"Tianqing Li"	"Nov 26, 2019"
GSM4050558	"Embryo_D14A1B12"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774699"	SRX6774699	"Tianqing Li"	"Nov 26, 2019"
GSM4050559	"Embryo_D14A1B13"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774700"	SRX6774700	"Tianqing Li"	"Nov 26, 2019"
GSM4050560	"Embryo_D14A1B14"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774701"	SRX6774701	"Tianqing Li"	"Nov 26, 2019"
GSM4050561	"Embryo_D14A1B15"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774702"	SRX6774702	"Tianqing Li"	"Nov 26, 2019"
GSM4050562	"Embryo_D14A1B16"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774711"	SRX6774711	"Tianqing Li"	"Nov 26, 2019"
GSM4050563	"Embryo_D14A1B17"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774712"	SRX6774712	"Tianqing Li"	"Nov 26, 2019"
GSM4050564	"Embryo_D14A1B18"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774713"	SRX6774713	"Tianqing Li"	"Nov 26, 2019"
GSM4050565	"Embryo_D14A1B19"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774714"	SRX6774714	"Tianqing Li"	"Nov 26, 2019"
GSM4050566	"Embryo_D14A1B1"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774715"	SRX6774715	"Tianqing Li"	"Nov 26, 2019"
GSM4050567	"Embryo_D14A1B20"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774716"	SRX6774716	"Tianqing Li"	"Nov 26, 2019"
GSM4050568	"Embryo_D14A1B21"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774717"	SRX6774717	"Tianqing Li"	"Nov 26, 2019"
GSM4050569	"Embryo_D14A1B22"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774718"	SRX6774718	"Tianqing Li"	"Nov 26, 2019"
GSM4050570	"Embryo_D14A1B23"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774727"	SRX6774727	"Tianqing Li"	"Nov 26, 2019"
GSM4050571	"Embryo_D14A1B24"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774728"	SRX6774728	"Tianqing Li"	"Nov 26, 2019"
GSM4050572	"Embryo_D14A1B25"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774729"	SRX6774729	"Tianqing Li"	"Nov 26, 2019"
GSM4050573	"Embryo_D14A1B26"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774730"	SRX6774730	"Tianqing Li"	"Nov 26, 2019"
GSM4050574	"Embryo_D14A1B27"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774731"	SRX6774731	"Tianqing Li"	"Nov 26, 2019"
GSM4050575	"Embryo_D14A1B28"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774732"	SRX6774732	"Tianqing Li"	"Nov 26, 2019"
GSM4050576	"Embryo_D14A1B2"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774733"	SRX6774733	"Tianqing Li"	"Nov 26, 2019"
GSM4050577	"Embryo_D14A1B3"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774734"	SRX6774734	"Tianqing Li"	"Nov 26, 2019"
GSM4050578	"Embryo_D14A1B4"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774743"	SRX6774743	"Tianqing Li"	"Nov 26, 2019"
GSM4050579	"Embryo_D14A1B5"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774744"	SRX6774744	"Tianqing Li"	"Nov 26, 2019"
GSM4050580	"Embryo_D14A1B6"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774745"	SRX6774745	"Tianqing Li"	"Nov 26, 2019"
GSM4050581	"Embryo_D14A1B7"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774746"	SRX6774746	"Tianqing Li"	"Nov 26, 2019"
GSM4050582	"Embryo_D14A1B8"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774747"	SRX6774747	"Tianqing Li"	"Nov 26, 2019"
GSM4050583	"Embryo_D14A1B9"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774748"	SRX6774748	"Tianqing Li"	"Nov 26, 2019"
GSM4050584	"Embryo_D14A1S10"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774749"	SRX6774749	"Tianqing Li"	"Nov 26, 2019"
GSM4050585	"Embryo_D14A1S11"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774750"	SRX6774750	"Tianqing Li"	"Nov 26, 2019"
GSM4050586	"Embryo_D14A1S12"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774759"	SRX6774759	"Tianqing Li"	"Nov 26, 2019"
GSM4050587	"Embryo_D14A1S13"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774760"	SRX6774760	"Tianqing Li"	"Nov 26, 2019"
GSM4050588	"Embryo_D14A1S14"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774761"	SRX6774761	"Tianqing Li"	"Nov 26, 2019"
GSM4050589	"Embryo_D14A1S15"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774762"	SRX6774762	"Tianqing Li"	"Nov 26, 2019"
GSM4050590	"Embryo_D14A1S16"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774763"	SRX6774763	"Tianqing Li"	"Nov 26, 2019"
GSM4050591	"Embryo_D14A1S17"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774764"	SRX6774764	"Tianqing Li"	"Nov 26, 2019"
GSM4050592	"Embryo_D14A1S18"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774765"	SRX6774765	"Tianqing Li"	"Nov 26, 2019"
GSM4050593	"Embryo_D14A1S19"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774766"	SRX6774766	"Tianqing Li"	"Nov 26, 2019"
GSM4050594	"Embryo_D14A1S1"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774775"	SRX6774775	"Tianqing Li"	"Nov 26, 2019"
GSM4050595	"Embryo_D14A1S20"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774776"	SRX6774776	"Tianqing Li"	"Nov 26, 2019"
GSM4050596	"Embryo_D14A1S21"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774777"	SRX6774777	"Tianqing Li"	"Nov 26, 2019"
GSM4050597	"Embryo_D14A1S22"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774778"	SRX6774778	"Tianqing Li"	"Nov 26, 2019"
GSM4050598	"Embryo_D14A1S23"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774779"	SRX6774779	"Tianqing Li"	"Nov 26, 2019"
GSM4050599	"Embryo_D14A1S24"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774780"	SRX6774780	"Tianqing Li"	"Nov 26, 2019"
GSM4050600	"Embryo_D14A1S25"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774781"	SRX6774781	"Tianqing Li"	"Nov 26, 2019"
GSM4050601	"Embryo_D14A1S26"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774782"	SRX6774782	"Tianqing Li"	"Nov 26, 2019"
GSM4050602	"Embryo_D14A1S27"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774791"	SRX6774791	"Tianqing Li"	"Nov 26, 2019"
GSM4050603	"Embryo_D14A1S28"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774792"	SRX6774792	"Tianqing Li"	"Nov 26, 2019"
GSM4050604	"Embryo_D14A1S29"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774793"	SRX6774793	"Tianqing Li"	"Nov 26, 2019"
GSM4050605	"Embryo_D14A1S2"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774794"	SRX6774794	"Tianqing Li"	"Nov 26, 2019"
GSM4050606	"Embryo_D14A1S30"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774795"	SRX6774795	"Tianqing Li"	"Nov 26, 2019"
GSM4050607	"Embryo_D14A1S31"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774796"	SRX6774796	"Tianqing Li"	"Nov 26, 2019"
GSM4050608	"Embryo_D14A1S32"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774797"	SRX6774797	"Tianqing Li"	"Nov 26, 2019"
GSM4050609	"Embryo_D14A1S33"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774798"	SRX6774798	"Tianqing Li"	"Nov 26, 2019"
GSM4050610	"Embryo_D14A1S34"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774807"	SRX6774807	"Tianqing Li"	"Nov 26, 2019"
GSM4050611	"Embryo_D14A1S36"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774808"	SRX6774808	"Tianqing Li"	"Nov 26, 2019"
GSM4050612	"Embryo_D14A1S39"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774809"	SRX6774809	"Tianqing Li"	"Nov 26, 2019"
GSM4050613	"Embryo_D14A1S3"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774810"	SRX6774810	"Tianqing Li"	"Nov 26, 2019"
GSM4050614	"Embryo_D14A1S41"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774811"	SRX6774811	"Tianqing Li"	"Nov 26, 2019"
GSM4050615	"Embryo_D14A1S42"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774812"	SRX6774812	"Tianqing Li"	"Nov 26, 2019"
GSM4050616	"Embryo_D14A1S43"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774813"	SRX6774813	"Tianqing Li"	"Nov 26, 2019"
GSM4050617	"Embryo_D14A1S44"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774814"	SRX6774814	"Tianqing Li"	"Nov 26, 2019"
GSM4050618	"Embryo_D14A1S45"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774823"	SRX6774823	"Tianqing Li"	"Nov 26, 2019"
GSM4050619	"Embryo_D14A1S46"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774824"	SRX6774824	"Tianqing Li"	"Nov 26, 2019"
GSM4050620	"Embryo_D14A1S47"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774825"	SRX6774825	"Tianqing Li"	"Nov 26, 2019"
GSM4050621	"Embryo_D14A1S48"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774826"	SRX6774826	"Tianqing Li"	"Nov 26, 2019"
GSM4050622	"Embryo_D14A1S51"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774827"	SRX6774827	"Tianqing Li"	"Nov 26, 2019"
GSM4050623	"Embryo_D14A1S53"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774828"	SRX6774828	"Tianqing Li"	"Nov 26, 2019"
GSM4050624	"Embryo_D14A1S56"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774829"	SRX6774829	"Tianqing Li"	"Nov 26, 2019"
GSM4050625	"Embryo_D14A1S57"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774830"	SRX6774830	"Tianqing Li"	"Nov 26, 2019"
GSM4050626	"Embryo_D14A1S58"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774839"	SRX6774839	"Tianqing Li"	"Nov 26, 2019"
GSM4050627	"Embryo_D14A1S59"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774840"	SRX6774840	"Tianqing Li"	"Nov 26, 2019"
GSM4050628	"Embryo_D14A1S5"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774841"	SRX6774841	"Tianqing Li"	"Nov 26, 2019"
GSM4050629	"Embryo_D14A1S60"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774842"	SRX6774842	"Tianqing Li"	"Nov 26, 2019"
GSM4050630	"Embryo_D14A1S61"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774843"	SRX6774843	"Tianqing Li"	"Nov 26, 2019"
GSM4050631	"Embryo_D14A1S62"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774844"	SRX6774844	"Tianqing Li"	"Nov 26, 2019"
GSM4050632	"Embryo_D14A1S63"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774845"	SRX6774845	"Tianqing Li"	"Nov 26, 2019"
GSM4050633	"Embryo_D14A1S64"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774846"	SRX6774846	"Tianqing Li"	"Nov 26, 2019"
GSM4050634	"Embryo_D14A1S6"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774855"	SRX6774855	"Tianqing Li"	"Nov 26, 2019"
GSM4050635	"Embryo_D14A1S7"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774856"	SRX6774856	"Tianqing Li"	"Nov 26, 2019"
GSM4050636	"Embryo_D14A1S8"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774857"	SRX6774857	"Tianqing Li"	"Nov 26, 2019"
GSM4050637	"Embryo_D14A1S9"	"SRA"	"Homo sapiens"	1	GPL23227	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774858"	SRX6774858	"Tianqing Li"	"Nov 26, 2019"
GSM4050638	"Embryo_D14A2B12"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774859"	SRX6774859	"Tianqing Li"	"Nov 26, 2019"
GSM4050639	"Embryo_D14A2B13"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774860"	SRX6774860	"Tianqing Li"	"Nov 26, 2019"
GSM4050640	"Embryo_D14A2B16"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774861"	SRX6774861	"Tianqing Li"	"Nov 26, 2019"
GSM4050641	"Embryo_D14A2B1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774862"	SRX6774862	"Tianqing Li"	"Nov 26, 2019"
GSM4050642	"Embryo_D14A2B2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774871"	SRX6774871	"Tianqing Li"	"Nov 26, 2019"
GSM4050643	"Embryo_D14A2B4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774872"	SRX6774872	"Tianqing Li"	"Nov 26, 2019"
GSM4050644	"Embryo_D14A2B7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774873"	SRX6774873	"Tianqing Li"	"Nov 26, 2019"
GSM4050645	"Embryo_D14A2B9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774874"	SRX6774874	"Tianqing Li"	"Nov 26, 2019"
GSM4050646	"Embryo_D14A2S13"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774875"	SRX6774875	"Tianqing Li"	"Nov 26, 2019"
GSM4050647	"Embryo_D14A2S15"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774876"	SRX6774876	"Tianqing Li"	"Nov 26, 2019"
GSM4050648	"Embryo_D14A2S17"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774877"	SRX6774877	"Tianqing Li"	"Nov 26, 2019"
GSM4050649	"Embryo_D14A2S19"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774878"	SRX6774878	"Tianqing Li"	"Nov 26, 2019"
GSM4050650	"Embryo_D14A2S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774887"	SRX6774887	"Tianqing Li"	"Nov 26, 2019"
GSM4050651	"Embryo_D14A2S21"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774888"	SRX6774888	"Tianqing Li"	"Nov 26, 2019"
GSM4050652	"Embryo_D14A2S23"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774889"	SRX6774889	"Tianqing Li"	"Nov 26, 2019"
GSM4050653	"Embryo_D14A2S27"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774890"	SRX6774890	"Tianqing Li"	"Nov 26, 2019"
GSM4050654	"Embryo_D14A2S28"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774891"	SRX6774891	"Tianqing Li"	"Nov 26, 2019"
GSM4050655	"Embryo_D14A2S29"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774892"	SRX6774892	"Tianqing Li"	"Nov 26, 2019"
GSM4050656	"Embryo_D14A2S5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774893"	SRX6774893	"Tianqing Li"	"Nov 26, 2019"
GSM4050657	"Embryo_D14A2S6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774894"	SRX6774894	"Tianqing Li"	"Nov 26, 2019"
GSM4050658	"Embryo_D14A3B10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774911"	SRX6774911	"Tianqing Li"	"Nov 26, 2019"
GSM4050659	"Embryo_D14A3B12"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774912"	SRX6774912	"Tianqing Li"	"Nov 26, 2019"
GSM4050660	"Embryo_D14A3B14"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774913"	SRX6774913	"Tianqing Li"	"Nov 26, 2019"
